date,close
255 ,-0.424035
256 ,0.612604
257 ,-0.161212
258 ,-0.088911
259 ,-0.05276
260 ,-0.187592
261 ,-0.252076
262 ,0.239375
263 ,-0.085002
264 ,0.53151
265 ,-0.262824
266 ,0.193454
267 ,0.389839
268 ,0.129946
269 ,-0.017587
270 ,0.486566
271 ,-0.301905
272 ,0.276502
273 ,-0.225696
274 ,-0.346849
275 ,-0.188569
276 ,-0.183683
277 ,-0.178798
278 ,-0.220811
279 ,-0.171959
280 ,-0.384954
281 ,-0.11236
282 ,-0.533464
283 ,0.024426
284 ,0.098681
285 ,0.104543
286 ,0.080117
287 ,0.189546
288 ,0.283341
289 ,0.196385
290 ,0.595017
291 ,0.351734
292 ,0.734734
293 ,0.400586
294 ,0.513923
295 ,-0.09575
296 ,0.154372
297 ,0.334148
298 ,0.072301
299 ,-0.316561
300 ,-0.046898
301 ,-0.07914
302 ,-0.127015
303 ,-0.301905
304 ,-0.290181
305 ,0.170005
306 ,-0.109428
307 ,-0.371275
308 ,-0.374206
309 ,-0.375183
310 ,-0.111383
311 ,0.259893
312 ,-0.01661
313 ,0.271617
314 ,0.510015
315 ,0.444553
316 ,0.662433
317 ,0.42892
318 ,0.505129
319 ,0.168051
320 ,1.661944
321 ,0.796287
322 ,0.209086
323 ,0.235467
324 ,0.051783
325 ,0.321446
326 ,0.117245
327 ,0.265755
328 ,0.050806
329 ,-0.101612
330 ,0.040059
331 ,-0.425989
332 ,-0.018564
333 ,-0.496336
334 ,0.214949
335 ,-0.404494
336 ,-0.080117
337 ,0.155349
338 ,0.358574
339 ,-0.10552
340 ,-0.139717
341 ,0.436737
342 ,0.102589
343 ,0.262824
344 ,0.547142
345 ,0.3234
346 ,0.316561
347 ,0.298974
348 ,0.562775
349 ,0.373229
350 ,0.901808
351 ,0.273571
352 ,0.575476
353 ,0.231558
354 ,-0.354665
355 ,1.110894
356 ,-0.142648
357 ,0.168051
358 ,0.003908
359 ,-0.038105
360 ,0.168051
361 ,-0.185638
362 ,-0.010747
363 ,0.113337
364 ,0.853933
365 ,0.602833
366 ,-0.363459
367 ,0.1915
368 ,0.512946
369 ,0.368344
370 ,0.508061
371 ,0.173913
372 ,0.530532
373 ,0.189546
374 ,0.391793
375 ,0.220811
376 ,0.431851
377 ,0.14851
378 ,0.614558
379 ,0.083048
380 ,0.346849
381 ,0.088911
382 ,0.389839
383 ,-0.019541
384 ,0.068393
385 ,-0.476795
386 ,-0.142648
387 ,0.109428
388 ,-0.09575
389 ,-0.032242
390 ,-0.221788
391 ,-0.21788
392 ,-0.210064
393 ,-0.068393
394 ,0.070347
395 ,-0.266732
396 ,0.000977
397 ,0.002931
398 ,0.359551
399 ,0.491451
400 ,0.262824
401 ,0.399609
402 ,0.414265
403 ,0.329262
404 ,0.292135
405 ,0.913532
406 ,-0.196385
407 ,0.391793
408 ,0.197362
409 ,0.149487
410 ,0.150464
411 ,-0.008793
412 ,-0.071324
413 ,-0.145579
414 ,-0.107474
415 ,-0.684905
416 ,-0.163166
417 ,-0.134831
418 ,-0.242306
419 ,-0.058622
420 ,-0.126038
421 ,0.180752
422 ,-0.047875
423 ,0.025403
424 ,0.170005
425 ,0.187592
426 ,0.367367
427 ,0.15828
428 ,0.364436
429 ,0.661456
430 ,0.188569
431 ,0.007816
432 ,0.109428
433 ,0.679043
434 ,0.123107
435 ,0.464094
436 ,-0.046898
437 ,-0.740596
438 ,-0.281387
439 ,-0.181729
440 ,1.291646
441 ,-0.309722
442 ,-0.142648
443 ,-0.422081
444 ,-0.403517
445 ,-0.535418
446 ,-1.404983
447 ,-1.592574
448 ,-0.31363
449 ,-0.484612
450 ,0.841231
451 ,-1.392281
452 ,-0.612604
453 ,0.555936
454 ,2
455 ,0.954568
456 ,0.275525
457 ,0.807035
458 ,0.213972
459 ,0.679043
460 ,0.188569
461 ,0.550073
462 ,-0.166097
463 ,0.344895
464 ,-0.120176
465 ,-0.096727
466 ,-0.047875
467 ,-1.21446
468 ,0.332193
469 ,-0.416219
470 ,0.219834
471 ,-0.067416
472 ,-0.281387
473 ,-0.114314
474 ,-0.281387
475 ,-0.005862
476 ,-0.682951
477 ,0.396678
478 ,-0.067416
479 ,-0.008793
480 ,0.269663
481 ,-0.00977
482 ,0.427943
483 ,0.253053
484 ,0.104543
485 ,0.393747
486 ,0.257938
487 ,0.414265
488 ,0.170005
489 ,0.360528
490 ,0.277479
491 ,-0.101612
492 ,0.055691
493 ,0.083048
494 ,-0.042013
495 ,-0.154372
496 ,-0.014656
497 ,2
498 ,-0.476795
499 ,-0.298974
500 ,-0.113337
501 ,0.683928
502 ,0.198339
503 ,2
504 ,-0.508061
505 ,-0.084025
506 ,0.491451
507 ,-2.000977
508 ,2
509 ,-0.507084
510 ,0.209086
511 ,-0.155349
512 ,0.241329
513 ,-0.085002
514 ,-0.247191
515 ,0.033219
516 ,-0.070347
517 ,-0.13874
518 ,0.339033
519 ,1.404006
520 ,0.014656
521 ,0.999511
522 ,2
523 ,0.904739
524 ,0.827553
525 ,0.338056
526 ,0.766976
527 ,0.773815
528 ,0.412311
529 ,0.155349
530 ,-0.113337
531 ,-0.045921
532 ,0.500244
533 ,-0.976063
534 ,0.460186
535 ,-0.723986
536 ,-0.013679
537 ,0.651685
538 ,-0.128969
539 ,-0.354665
540 ,-0.359551
541 ,-0.110405
542 ,-0.133854
543 ,0.064485
544 ,0.457255
545 ,1.566194
546 ,0.200293
547 ,0.904739
548 ,1.549585
549 ,0.664387
550 ,2
551 ,1.064973
552 ,1.067904
553 ,0.841231
554 ,0.687836
555 ,0.560821
556 ,0.372252
557 ,0.159257
558 ,-0.049829
559 ,-0.053737
560 ,-0.099658
561 ,-0.263801
562 ,-0.849047
563 ,-0.634099
564 ,-0.385931
565 ,-1.364924
566 ,-0.527601
567 ,-0.096727
568 ,-0.657548
569 ,-0.382022
570 ,-0.414265
571 ,0.275525
572 ,0.645823
573 ,1.644358
574 ,-0.044944
575 ,1.241817
576 ,2
577 ,1.166585
578 ,1.25745
579 ,0.339033
580 ,0.938935
581 ,0.224719
582 ,0.726917
583 ,0.587201
584 ,0.130923
585 ,0.06937
586 ,0.278456
587 ,0.833415
588 ,0.614558
589 ,-0.980948
590 ,-0.14851
591 ,-0.181729
592 ,-1.01319
593 ,-0.332193
594 ,-0.058622
595 ,-0.397655
596 ,-0.014656
597 ,-0.277479
598 ,0.478749
599 ,0.448461
600 ,-0.203224
601 ,-0.09575
602 ,1.434294
603 ,2
604 ,0.547142
605 ,1.65999
606 ,1.038593
607 ,0.814851
608 ,0.574499
609 ,0.20127
610 ,0.638007
611 ,0.31363
612 ,0.345872
613 ,-0.035173
614 ,-0.107474
615 ,0.411334
616 ,-0.397655
617 ,0.553004
618 ,-0.362482
619 ,0.028334
620 ,0.246214
621 ,-0.05276
622 ,0.047875
623 ,-0.000977
624 ,-0.247191
625 ,-0.108451
626 ,-0.108451
627 ,0.27064
628 ,0.568637
629 ,2
630 ,0.054714
631 ,0.98681
632 ,1.139228
633 ,1.002443
634 ,0.86468
635 ,0.771861
636 ,0.635076
637 ,-0.00977
638 ,0.448461
639 ,0.224719
640 ,-0.023449
641 ,-0.152418
642 ,-0.218857
643 ,-0.09575
644 ,-0.012702
645 ,-0.784563
646 ,0.236444
647 ,0.389839
648 ,-0.047875
649 ,-0.266732
650 ,-0.164143
651 ,-0.239375
652 ,-0.141671
653 ,0.229604
654 ,0.356619
655 ,1.01319
656 ,0.041036
657 ,1.208598
658 ,1.126527
659 ,0.744504
660 ,1.037616
661 ,0.429897
662 ,0.776746
663 ,-0.492428
664 ,0.776746
665 ,0.262824
666 ,0.291158
667 ,0.17489
668 ,0.055691
669 ,-0.091842
670 ,0.213972
671 ,0.399609
672 ,-0.370298
673 ,-0.27064
674 ,0.200293
675 ,-0.438691
676 ,-0.13874
677 ,-0.228627
678 ,0.203224
679 ,-0.395701
680 ,0.146556
681 ,0.175867
682 ,1.534929
683 ,0.04299
684 ,0.792379
685 ,0.150464
686 ,0.520762
687 ,1.00342
688 ,0.695652
689 ,1.181241
690 ,0.677088
691 ,0.415242
692 ,0.645823
693 ,0.296043
694 ,0.032242
695 ,-0.137763
696 ,0.304836
697 ,0.204201
698 ,0.170005
699 ,-0.022472
700 ,-0.167074
701 ,0.02638
702 ,-1.743039
703 ,0.022472
704 ,0.035173
705 ,-0.150464
706 ,-0.210064
707 ,0.253053
708 ,0.133854
709 ,0.239375
710 ,1.016121
711 ,0.073278
712 ,1.075721
713 ,1.074744
714 ,-0.152418
715 ,1.152907
716 ,0.776746
717 ,0.528578
718 ,0.911578
719 ,0.657548
720 ,0.456277
721 ,0.736688
722 ,0.133854
723 ,0.143625
724 ,-0.013679
725 ,-0.047875
726 ,0.344895
727 ,-0.492428
728 ,0.253053
729 ,-0.709331
730 ,-0.085002
731 ,-1.154861
732 ,-0.385931
733 ,-0.065462
734 ,-0.469956
735 ,-0.348803
736 ,0.11236
737 ,0.255984
738 ,0.214949
739 ,0.123107
740 ,0.890083
741 ,1.472399
742 ,0.383977
743 ,1.15193
744 ,0.624328
745 ,0.4553
746 ,0.784563
747 ,-0.581339
748 ,0.497313
749 ,0.163166
750 ,0.177821
751 ,0.017587
752 ,0.077186
753 ,0.228627
754 ,-0.295066
755 ,-0.464094
756 ,-0.508061
757 ,-0.678065
758 ,-0.308745
759 ,-0.067416
760 ,-0.305813
761 ,-0.256961
762 ,0.168051
763 ,-0.114314
764 ,0.140694
765 ,0.46214
766 ,0.161212
767 ,-0.163166
768 ,1.089399
769 ,1.328774
770 ,0.661456
771 ,1.123596
772 ,0.90767
773 ,0.764045
774 ,0.675134
775 ,0.452369
776 ,0.564729
777 ,0.636053
778 ,0.243283
779 ,0.046898
780 ,0.212995
781 ,0.328285
782 ,-0.745481
783 ,-0.238398
784 ,-0.154372
785 ,0.238398
786 ,-0.168051
787 ,-0.192477
788 ,-0.057645
789 ,-0.625305
790 ,-0.07914
791 ,-0.040059
792 ,0.048852
793 ,1.048363
794 ,0.169028
795 ,1.15193
796 ,-0.199316
797 ,0.933073
798 ,1.124573
799 ,1.134343
800 ,0.396678
801 ,1.0298
802 ,-0.107474
803 ,0.563752
804 ,0.377137
805 ,0.197362
806 ,0.204201
807 ,-0.097704
808 ,0.33317
809 ,-0.107474
810 ,0.154372
811 ,-1.446996
812 ,0.194431
813 ,0.423058
814 ,0.022472
815 ,0.084025
816 ,-0.207132
817 ,-0.677088
818 ,-0.167074
819 ,-0.010747
820 ,0.281387
821 ,0.834392
822 ,0.870542
823 ,0.060576
824 ,1.048363
825 ,-0.650708
826 ,0.922325
827 ,0.731803
828 ,1.113825
829 ,0.572545
830 ,-1.017098
831 ,0.857841
832 ,0.412311
833 ,0.199316
834 ,0.108451
835 ,0.207132
836 ,-0.457255
837 ,-0.920371
838 ,0.314607
839 ,-0.775769
840 ,0.109428
841 ,0.110405
842 ,-0.089888
843 ,-0.382022
844 ,0.013679
845 ,-0.21788
846 ,-0.11236
847 ,0.411334
848 ,0.82853
849 ,2
850 ,-0.378114
851 ,0.886175
852 ,1.661944
853 ,0.684905
854 ,0.998534
855 ,0.422081
856 ,0.839277
857 ,0.933073
858 ,0.422081
859 ,0.21788
860 ,0.07914
861 ,0.120176
862 ,0.085979
863 ,0.717147
864 ,0.25403
865 ,2
866 ,-0.618466
867 ,0.121153
868 ,0.395701
869 ,-0.081094
870 ,-0.177821
871 ,-0.307767
872 ,-0.098681
873 ,-0.294089
874 ,-0.144602
875 ,0.258915
876 ,0.239375
877 ,0.008793
878 ,0.999511
879 ,1.407914
880 ,0.952614
881 ,1.053249
882 ,1.097215
883 ,1.110894
884 ,0.629213
885 ,0.489497
886 ,0.608696
887 ,0.397655
888 ,0.083048
889 ,0.096727
890 ,0.049829
891 ,0.210064
892 ,-1.479238
893 ,-0.225696
894 ,-0.946751
895 ,0.090865
896 ,0.356619
897 ,-0.060576
898 ,0.011724
899 ,-0.04299
900 ,-0.218857
901 ,-0.076209
902 ,0.085979
903 ,0.562775
904 ,0.378114
905 ,-0.033219
906 ,1.452858
907 ,1.021983
908 ,0.228627
909 ,1.037616
910 ,0.984856
911 ,1.160723
912 ,0.587201
913 ,-0.799218
914 ,0.661456
915 ,0.245237
916 ,0.263801
917 ,0.090865
918 ,-0.369321
919 ,-0.039082
920 ,-0.607719
921 ,2
922 ,-0.365413
923 ,-0.240352
924 ,-0.153395
925 ,-0.034196
926 ,-0.263801
927 ,-0.210064
928 ,-0.012702
929 ,-0.166097
930 ,0.029311
931 ,0.279433
932 ,0.878359
933 ,0.815828
934 ,0.56766
935 ,0.987787
936 ,1.219345
937 ,0.98681
938 ,0.487543
939 ,0.745481
940 ,1.044455
941 ,0.707377
942 ,0.499267
943 ,0.7064
944 ,0.219834
945 ,-0.035173
946 ,-0.124084
947 ,0.124084
948 ,-0.02638
949 ,-0.916463
950 ,-0.704446
951 ,-0.553004
952 ,-0.561798
953 ,-1.526136
954 ,-0.253053
955 ,0.153395
956 ,-0.207132
957 ,-0.142648
958 ,0.002931
959 ,0.456277
960 ,0.817782
961 ,1.047386
962 ,0.213972
963 ,1.31998
964 ,1.518319
965 ,1.217391
966 ,0.653639
967 ,0.505129
968 ,0.817782
969 ,0.55105
970 ,0.736688
971 ,0.533464
972 ,0.350757
973 ,0.074255
974 ,0.048852
975 ,-0.04299
976 ,-0.421104
977 ,0.495359
978 ,-0.756229
979 ,-0.02638
980 ,0.14851
981 ,0.024426
982 ,-0.071324
983 ,-0.183683
984 ,-0.12213
985 ,0.237421
986 ,-0.034196
987 ,0.302882
988 ,0.675134
989 ,2
990 ,0.206155
991 ,0.940889
992 ,1.423547
993 ,0.747435
994 ,0.772838
995 ,0.851979
996 ,1.302394
997 ,0.213972
998 ,0.368344
999 ,0.554958
1000 ,0.259893
1001 ,0.063508
1002 ,0.008793
1003 ,0.233512
1004 ,-0.450415
1005 ,-0.249145
1006 ,0.075232
1007 ,-0.157303
1008 ,0.020518
1009 ,1.852467
1010 ,0.319492
1011 ,1.195896
1012 ,1.2936
1013 ,0.501221
1014 ,1.097215
1015 ,0.755252
1016 ,1.050318
1017 ,0.895945
1018 ,-0.307767
1019 ,0.638007
1020 ,0.467025
1021 ,0.189546
1022 ,0.008793
1023 ,0.250122
1024 ,0.325354
1025 ,-0.168051
1026 ,0.022472
1027 ,-1.009282
1028 ,-0.059599
1029 ,0.188569
1030 ,-0.234489
1031 ,-0.418173
1032 ,-0.298974
1033 ,0.071324
1034 ,-0.206155
1035 ,-0.065462
1036 ,0.010747
1037 ,0.568637
1038 ,0.855887
1039 ,0.126038
1040 ,0.00977
1041 ,1.11871
1042 ,1.018075
1043 ,0.959453
1044 ,0.765022
1045 ,0.869565
1046 ,0.744504
1047 ,-0.453346
1048 ,0.632145
1049 ,0.34978
1050 ,0.13874
1051 ,0.133854
1052 ,0.118222
1053 ,0.450415
1054 ,-0.200293
1055 ,0.677088
1056 ,-0.487543
1057 ,-0.276502
1058 ,0.517831
1059 ,0.17489
1060 ,-0.160234
1061 ,-0.049829
1062 ,-0.060576
1063 ,0.207132
1064 ,0.118222
1065 ,0.866634
1066 ,2
1067 ,0.223742
1068 ,0.856864
1069 ,1.750855
1070 ,0.753298
1071 ,0.681974
1072 ,0.836346
1073 ,1.025892
1074 ,0.500244
1075 ,0.704446
1076 ,0.537372
1077 ,0.00977
1078 ,0.004885
1079 ,0.236444
1080 ,0.372252
1081 ,-0.144602
1082 ,0.469956
1083 ,-1.707865
1084 ,-0.042013
1085 ,0.133854
1086 ,-1.775281
1087 ,-0.15828
1088 ,-0.255007
1089 ,-0.368344
1090 ,0.021495
1091 ,0.135809
1092 ,-0.100635
1093 ,0.661456
1094 ,0.723986
1095 ,0.325354
1096 ,1.263312
1097 ,1.671715
1098 ,1.058134
1099 ,0.961407
1100 ,0.665364
1101 ,1.085491
1102 ,0.543234
1103 ,0.650708
1104 ,0.377137
1105 ,0.011724
1106 ,0.044944
1107 ,-0.170982
1108 ,0.152418
1109 ,-0.688813
1110 ,0.062531
1111 ,-1.189057
1112 ,-0.010747
1113 ,0.300928
1114 ,-0.292135
1115 ,-0.145579
1116 ,-0.294089
1117 ,-0.537372
1118 ,-0.150464
1119 ,-0.261847
1120 ,0.050806
1121 ,0.666341
1122 ,2
1123 ,0.656571
1124 ,1.355154
1125 ,1.312164
1126 ,0.721055
1127 ,1.140205
1128 ,0.619443
1129 ,0.998534
1130 ,0.767953
1131 ,-0.267709
1132 ,0.504152
1133 ,0.353688
1134 ,0.206155
1135 ,-0.019541
1136 ,-0.298974
1137 ,0.624328
1138 ,-0.6468
1139 ,2
1140 ,-0.214949
1141 ,-0.316561
1142 ,-1.763556
1143 ,-0.063508
1144 ,-0.204201
1145 ,-0.559844
1146 ,-0.178798
1147 ,0.068393
1148 ,0.722032
1149 ,0.295066
1150 ,0.568637
1151 ,0.302882
1152 ,0.712262
1153 ,1.130435
1154 ,0.992672
1155 ,1.919883
1156 ,0.60381
1157 ,1.044455
1158 ,-1.059111
1159 ,0.58427
1160 ,0.502198
1161 ,0.133854
1162 ,-0.108451
1163 ,0.043967
1164 ,-0.073278
1165 ,-0.375183
1166 ,-0.338056
1167 ,-0.631168
1168 ,0.157303
1169 ,0.268686
1170 ,-0.13874
1171 ,-0.116268
1172 ,-0.219834
1173 ,-0.077186
1174 ,-0.361505
1175 ,-0.573522
1176 ,0.032242
1177 ,-0.291158
1178 ,-1.914998
1179 ,0.199316
1180 ,1.242794
1181 ,-0.822667
1182 ,1.123596
1183 ,0.684905
1184 ,0.841231
1185 ,0.59404
1186 ,0.870542
1187 ,0.643869
1188 ,0.552027
1189 ,0.347826
1190 ,0.01661
1191 ,0.065462
1192 ,0.108451
1193 ,0.097704
1194 ,-0.371275
1195 ,-1.042501
1196 ,0.072301
1197 ,0.203224
1198 ,-0.245237
1199 ,-0.017587
1200 ,-0.317538
1201 ,-0.117245
1202 ,-0.071324
1203 ,-0.091842
1204 ,-0.007816
1205 ,0.82169
1206 ,2
1207 ,0.200293
1208 ,1.020029
1209 ,1.189057
1210 ,0.918417
1211 ,1.886663
1212 ,0.697606
1213 ,0.957499
1214 ,0.765022
1215 ,0.703468
1216 ,0.831461
1217 ,0.385931
1218 ,0.02638
1219 ,0.073278
1220 ,0.120176
1221 ,0.102589
1222 ,0.413288
1223 ,-0.6468
1224 ,-0.152418
1225 ,0.073278
1226 ,-0.792379
1227 ,-0.020518
1228 ,-0.047875
1229 ,-0.228627
1230 ,-0.189546
1231 ,0.083048
1232 ,0.255984
1233 ,0.447484
1234 ,0.805081
1235 ,0.132877
1236 ,1.365901
1237 ,1.520274
1238 ,0.633122
1239 ,0.739619
1240 ,0.772838
1241 ,1.027846
1242 ,0.951637
1243 ,0.502198
1244 ,0.904739
1245 ,0.400586
1246 ,0.235467
1247 ,0.011724
1248 ,0.054714
1249 ,0.215926
1250 ,-0.31363
1251 ,0.747435
1252 ,-0.352711
1253 ,0.230581
1254 ,-0.343918
1255 ,-0.043967
1256 ,-0.011724
1257 ,-0.289204
1258 ,-0.147533
1259 ,-1.052272
1260 ,0.183683
1261 ,0.001954
1262 ,0.067416
1263 ,0.303859
1264 ,1.242794
1265 ,-0.035173
1266 ,1.288715
1267 ,0.860772
1268 ,1.057157
1269 ,0.82169
1270 ,-0.684905
1271 ,0.658525
1272 ,0.395701
1273 ,0.197362
1274 ,0.240352
1275 ,0.034196
1276 ,0.446507
1277 ,-0.360528
1278 ,0.54128
1279 ,-1.209575
1280 ,-0.157303
1281 ,0.674157
1282 ,-0.021495
1283 ,-0.255007
1284 ,-0.427943
1285 ,-0.238398
1286 ,-0.120176
1287 ,-0.783586
1288 ,0.106497
1289 ,0.540303
1290 ,1.205667
1291 ,0.264778
1292 ,0.918417
1293 ,1.647289
1294 ,1.086468
1295 ,0.787494
1296 ,0.703468
1297 ,0.995603
1298 ,0.092819
1299 ,0.627259
1300 ,0.058622
1301 ,0.276502
1302 ,0.100635
1303 ,-0.065462
1304 ,-0.085979
1305 ,0.486566
1306 ,-0.271617
1307 ,2
1308 ,-0.461163
1309 ,-0.177821
1310 ,-0.484612
1311 ,0.245237
1312 ,0.00977
1313 ,-0.34978
1314 ,-0.167074
1315 ,0.028334
1316 ,-0.004885
1317 ,0.47191
1318 ,0.623351
1319 ,0.038105
1320 ,0.497313
1321 ,0.779678
1322 ,0.528578
1323 ,1.165608
1324 ,0.928188
1325 ,1.072789
1326 ,0.802149
1327 ,0.631168
1328 ,0.368344
1329 ,0.393747
1330 ,0.115291
1331 ,-0.056668
1332 ,0.240352
1333 ,-0.714216
1334 ,0.588178
1335 ,-0.533464
1336 ,0.166097
1337 ,0.238398
1338 ,-0.000977
1339 ,0.569614
1340 ,-0.192477
1341 ,0.075232
1342 ,-0.55789
1343 ,0.099658
1344 ,0.223742
1345 ,0.867611
1346 ,1.774304
1347 ,0.363459
1348 ,1.01319
1349 ,0.921348
1350 ,0.681974
1351 ,1.915975
1352 ,0.686859
1353 ,0.993649
1354 ,0.657548
1355 ,0.496336
1356 ,0.722032
1357 ,0.304836
1358 ,0.00977
1359 ,-0.154372
1360 ,0.396678
1361 ,-0.386908
1362 ,-0.137763
1363 ,-1.371764
1364 ,-0.173913
1365 ,-0.251099
1366 ,-1.449927
1367 ,0.037128
1368 ,0.078163
1369 ,-0.106497
1370 ,-0.145579
1371 ,-0.385931
1372 ,0.308745
1373 ,0.650708
1374 ,1.696141
1375 ,0.348803
1376 ,0.927211
1377 ,-0.057645
1378 ,1.030777
1379 ,0.649731
1380 ,0.777723
1381 ,0.562775
1382 ,-0.290181
1383 ,0.638007
1384 ,0.16512
1385 ,0.26087
1386 ,0.076209
1387 ,0.087934
1388 ,-0.255007
1389 ,-0.136786
1390 ,-1.381534
1391 ,0.4553
1392 ,0.452369
1393 ,0.021495
1394 ,0.240352
1395 ,-0.288227
1396 ,0.044944
1397 ,0.261847
1398 ,-0.627259
1399 ,0.20127
1400 ,0.427943
1401 ,2
1402 ,0.410357
1403 ,1.051295
1404 ,1.144113
1405 ,0.839277
1406 ,1.37958
1407 ,0.642892
1408 ,0.957499
1409 ,0.722032
1410 ,0.608696
1411 ,0.446507
1412 ,0.469956
1413 ,0.085002
1414 ,0.113337
1415 ,0.268686
1416 ,1.191988
1417 ,-1.126527
1418 ,0.132877
1419 ,-0.733757
1420 ,-0.049829
1421 ,0.537372
1422 ,-0.575476
1423 ,-0.618466
1424 ,-0.126038
1425 ,-0.246214
1426 ,0.083048
1427 ,0.250122
1428 ,0.310699
1429 ,0.703468
1430 ,2
1431 ,0.305813
1432 ,1.102101
1433 ,1.765511
1434 ,0.575476
1435 ,1.154861
1436 ,0.842208
1437 ,1.031754
1438 ,0.764045
1439 ,0.104543
1440 ,0.500244
1441 ,0.408403
1442 ,0.26087
1443 ,0.245237
1444 ,0.243283
1445 ,-0.399609
1446 ,0.375183
1447 ,-0.563752
1448 ,0.172936
1449 ,0.058622
1450 ,0.088911
1451 ,-0.046898
1452 ,-0.139717
1453 ,-0.180752
1454 ,-0.251099
1455 ,-0.135809
1456 ,0.359551
1457 ,0.830484
