number,vib
1809,-0.055691
1810,-0.139717
1811,-0.412311
1812,-0.28041
1813,0.955545
1814,1.246702
1815,0.813874
1816,0.391793
1817,1.000489
1818,1.71959
1819,0.845139
1820,1.170493
1821,0.731803
1822,0.642892
1823,-0.109428
1824,0.493405
1825,0.530532
1826,0.171959
1827,0.377137
1828,0.308745
1829,-0.75232
1830,0.988764
1831,-1.640449
1832,0.168051
1833,0.119199
1834,-0.230581
1835,0.296043
1836,-0.412311
1837,0.080117
1838,0.546165
1839,0.331216
1840,0.388862
1841,0.550073
1842,0.696629
1843,-0.056668
1844,1.031754
1845,1.535906
1846,0.916463
1847,1.169516
1848,0.499267
1849,0.956522
1850,-0.867611
1851,0.745481
1852,-0.022472
1853,0.597948
1854,0.160234
1855,0.250122
1856,0.529555
1857,-0.319492
1858,0.800195
1859,-1.14509
1860,-0.100635
1861,0.221788
1862,-0.146556
1863,-0.113337
1864,-0.26087
1865,-0.116268
1866,-0.296043
1867,0.256961
1868,0.542257
1869,0.790425
1870,0.834392
1871,0.460186
1872,0.52467
1873,1.03957
1874,0.980948
1875,1.281876
1876,0.804104
1877,0.536395
1878,-0.225696
1879,0.427943
1880,0.506106
1881,0.132877
1882,0.074255
1883,0.298974
1884,-0.770884
1885,0.576453
1886,-0.877382
1887,0.117245
1888,0.196385
1889,0.002931
1890,0.374206
1891,0.11236
1892,-0.224719
1893,-0.040059
1894,0.185638
1895,0.097704
1896,0.175867
1897,1.703957
1898,-0.265755
1899,1.588666
1900,1.586712
1901,0.650708
1902,0.888129
1903,0.915486
1904,1.074744
1905,0.015633
1906,0.558867
1907,0.106497
1908,0.257938
1909,0.010747
1910,-0.021495
1911,0.609673
1912,-1.243771
1913,0.753298
1914,-0.966292
1915,-0.013679
1916,0.403517
1917,-1.601368
1918,-0.121153
1919,0.291158
1920,-0.295066
1921,0.025403
1922,-0.319492
1923,0.569614
1924,0.792379
1925,0.605765
1926,0.897899
1927,1.149976
1928,0.836346
1929,0.598925
1930,1.021983
1931,1.089399
1932,0.736688
1933,0.709331
1934,-0.093796
1935,0.631168
1936,0.346849
1937,0.127992
1938,0.046898
1939,0.278456
1940,-0.436737
1941,1.233024
1942,-0.033219
1943,0.249145
1944,0.221788
1945,-0.495359
1946,0.34001
1947,0.063508
1948,0.055691
1949,-0.142648
1950,-0.465071
1951,0.680997
1952,-0.175867
1953,0.677088
1954,0.156326
1955,1.140205
1956,0.345872
1957,1.040547
1958,1.194919
1959,0.57743
1960,0.286273
1961,0.631168
1962,0.675134
1963,0.199316
1964,0.447484
1965,0.120176
1966,0.07914
1967,0.215926
1968,-1.193942
1969,-0.007816
1970,0.893991
1971,-0.142648
1972,0.213972
1973,-1.487054
1974,-0.420127
1975,-0.041036
1976,-0.008793
1977,0.075232
1978,-0.098681
1979,0.4553
1980,0.587201
1981,2
1982,1.123596
1983,1.515388
1984,1.473376
1985,0.607719
1986,1.027846
1987,0.682951
1988,1.020029
1989,0.656571
1990,-0.136786
1991,0.337079
1992,0.37616
1993,0.041036
1994,0.098681
1995,0.115291
1996,-0.439668
1997,0.041036
1998,-1.718613
1999,0.056668
2000,0.29702
2001,-0.635076
2002,0.677088
2003,0.680997
2004,0.681974
2005,0.679043
2006,0.679043
2007,0.683928
2008,0.683928
2009,0.679043
2010,0.686859
2011,0.682951
2012,0.679043
2013,0.683928
2014,0.677088
2015,0.675134
2016,0.676111
2017,0.68002
2018,0.679043
2019,0.679043
2020,0.677088
2021,0.68002
2022,0.683928
2023,0.684905
2024,0.67318
2025,0.686859
2026,0.684905
2027,0.683928
2028,0.678065
2029,0.685882
2030,0.682951
2031,0.680997
2032,0.678065
2033,0.678065
2034,0.681974
2035,0.680997
2036,0.681974
2037,0.677088
2038,0.671226
2039,0.68002
2040,0.680997
2041,0.683928
2042,0.680997
2043,0.677088
2044,0.681974
2045,0.683928
2046,0.680997
2047,0.683928
2048,0.676111
2049,0.681974
2050,0.676111
2051,0.680997
2052,0.674157
2053,0.679043
2054,0.679043
2055,0.68002
2056,0.675134
2057,0.675134
2058,0.680997
2059,0.675134
2060,0.679043
2061,0.676111
2062,0.678065
2063,0.677088
2064,0.678065
2065,0.675134
2066,0.679043
2067,0.674157
2068,0.68002
2069,0.680997
2070,0.67318
2071,0.675134
2072,0.68002
2073,0.680997
2074,0.679043
2075,0.681974
2076,0.681974
2077,0.683928
2078,0.680997
2079,0.678065
2080,0.675134
2081,0.679043
2082,0.679043
2083,0.67318
2084,0.674157
2085,0.683928
2086,0.685882
2087,0.681974
2088,0.680997
2089,0.68002
2090,0.679043
2091,0.678065
2092,0.681974
2093,0.677088
2094,0.678065
2095,0.683928
2096,0.682951
2097,0.68002
2098,0.679043
2099,0.679043
2100,0.682951
2101,0.683928
2102,0.682951
2103,0.681974
2104,0.681974
2105,0.681974
2106,0.677088
2107,0.680997
2108,0.675134
2109,0.679043
2110,0.679043
2111,0.679043
2112,0.678065
2113,0.68002
2114,0.679043
2115,0.684905
2116,0.680997
2117,0.678065
2118,0.683928
2119,0.682951
2120,0.680997
2121,0.677088
2122,0.680997
2123,0.688813
2124,0.682951
2125,0.681974
2126,0.672203
2127,0.679043
2128,0.680997
2129,0.676111
2130,0.678065
2131,0.68002
2132,0.679043
2133,0.680997
2134,0.678065
2135,0.682951
2136,0.683928
2137,0.682951
2138,0.68002
2139,0.68002
2140,0.685882
2141,0.679043
2142,0.683928
2143,0.679043
2144,0.679043
2145,0.681974
2146,0.675134
2147,0.679043
2148,0.679043
2149,0.674157
2150,0.681974
2151,0.681974
2152,0.680997
2153,0.68002
2154,0.680997
2155,0.682951
2156,0.684905
2157,0.68002
2158,0.680997
2159,0.678065
2160,0.679043
2161,0.677088
2162,0.677088
2163,0.679043
2164,0.677088
2165,0.680997
2166,0.678065
2167,0.678065
2168,0.679043
2169,0.677088
2170,0.676111
2171,0.68002
2172,0.675134
2173,0.678065
2174,0.678065
2175,0.683928
2176,0.68002
2177,0.678065
2178,0.679043
2179,0.682951
2180,0.681974
2181,0.676111
2182,0.68002
2183,0.677088
2184,0.684905
2185,0.682951
2186,0.678065
2187,0.679043
2188,0.680997
2189,0.680997
2190,0.680997
2191,0.679043
2192,0.68002
2193,0.681974
2194,0.680997
2195,0.678065
2196,0.677088
2197,0.676111
2198,0.676111
2199,0.68002
2200,0.681974
2201,0.679043
2202,0.679043
2203,0.680997
2204,0.677088
2205,0.681974
2206,0.679043
2207,0.679043
2208,0.681974
2209,0.678065
2210,0.683928
2211,0.679043
2212,0.679043
2213,0.680997
2214,0.678065
2215,0.68002
2216,0.678065
2217,0.685882
2218,0.677088
2219,0.677088
2220,0.68002
2221,0.680997
2222,0.679043
2223,0.68002
2224,0.677088
2225,0.676111
2226,0.682951
2227,0.681974
2228,0.678065
2229,0.684905
2230,0.680997
2231,0.681974
2232,0.683928
2233,0.682951
2234,0.683928
2235,0.680997
2236,0.681974
2237,0.681974
2238,0.682951
2239,0.68002
2240,0.683928
2241,0.682951
2242,0.677088
2243,0.676111
2244,0.683928
2245,0.686859
2246,0.685882
2247,0.695652
2248,0.685882
2249,0.684905
2250,0.683928
2251,0.685882
2252,0.690767
2253,0.695652
2254,0.707377
2255,0.652662
2256,0.694675
2257,0.678065
2258,0.827553
2259,0.729849
2260,0.802149
2261,0.769907
2262,0.69956
2263,0.765999
2264,0.726917
2265,0.703468
2266,0.659502
2267,0.6468
2268,0.707377
2269,0.682951
2270,0.645823
2271,0.600879
2272,0.572545
2273,0.470933
2274,0.55105
2275,0.299951
2276,0.240352
2277,0.34978
2278,0.441622
2279,0.328285
2280,0.580362
2281,0.508061
2282,0.092819
2283,0.424035
2284,0.190523
2285,0.286273
2286,0.249145
2287,0.341964
2288,0.229604
2289,-0.371275
2290,0.011724
2291,0.065462
2292,-0.096727
2293,0.04299
2294,-0.204201
2295,-0.144602
2296,-0.225696
2297,-0.373229
2298,-0.16512
2299,-0.144602
2300,-0.040059
2301,-0.058622
2302,0.921348
2303,0.20127
2304,0.475818
2305,0.249145
2306,0.926234
2307,1.13532
2308,0.82853
2309,1.218368
2310,0.82169
2311,0.956522
2312,0.67318
2313,0.754275
2314,0.914509
2315,0.282364
2316,0.515877
2317,0.37616
2318,0.5149
2319,0.481681
2320,0.286273
2321,0.033219
2322,0.470933
2323,-0.348803
2324,0.340987
2325,0.050806
2326,-0.342941
2327,0.214949
2328,0.081094
2329,0.054714
2330,-0.143625
2331,-0.493405
2332,0.116268
2333,-0.071324
2334,-0.1915
2335,-0.495359
2336,-0.286273
2337,0.373229
2338,-0.048852
2339,1.427455
2340,0.901808
2341,0.467025
2342,1.009282
2343,0.872496
2344,0.885198
2345,1.086468
2346,0.712262
2347,0.837323
2348,0.989741
2349,0.543234
2350,0.371275
2351,0.367367
2352,0.004885
2353,0.177821
2354,-0.639961
2355,0.607719
2356,-0.499267
2357,-0.136786
2358,-0.012702
2359,0.003908
2360,-0.368344
2361,0.078163
2362,0.043967
2363,-0.139717
2364,-0.1319
2365,-0.257938
2366,0.28041
2367,0.664387
2368,0.512946
2369,0.998534
2370,0.214949
2371,1.027846
2372,0.660479
2373,1.059111
2374,0.842208
2375,1.0298
2376,1.115779
2377,0.929165
2378,0.424035
2379,0.692721
2380,0.334148
2381,0.458232
2382,-0.135809
2383,0.140694
2384,0.198339
2385,0.354665
2386,0.008793
2387,1.175379
2388,-0.497313
2389,0.246214
2390,-0.492428
2391,0.040059
2392,-0.179775
2393,0.047875
2394,-0.104543
2395,-0.172936
2396,-0.22765
2397,0.099658
2398,0.062531
2399,1.133366
2400,0.657548
2401,0.800195
2402,1.063019
2403,0.941866
2404,1.05618
2405,0.512946
2406,1.146067
2407,0.941866
2408,-1.133366
2409,0.582316
2410,0.390816
2411,0.556913
2412,0.119199
2413,0.130923
2414,-0.09575
2415,0.240352
2416,-0.590132
2417,1.148999
2418,0.40938
2419,0.045921
2420,-1.342452
2421,0.056668
2422,-0.1915
2423,0.084025
2424,-0.088911
2425,-0.234489
2426,-0.477772
2427,-0.242306
2428,0.529555
2429,0.494382
2430,0.420127
2431,0.093796
2432,1.002443
2433,0.792379
2434,0.965315
2435,0.818759
2436,1.404983
2437,0.74255
2438,1.291646
2439,0.536395
2440,0.4553
2441,0.213972
2442,0.011724
2443,0.212018
2444,-0.788471
2445,0.361505
2446,-1.998046
2447,-0.013679
2448,0.504152
2449,-1.445042
2450,-0.144602
2451,-0.133854
2452,0.04299
2453,-0.515877
2454,0.189546
2455,-0.063508
2456,-0.705423
2457,0.37616
2458,0.550073
2459,-0.209086
2460,0.701514
2461,1.60723
2462,1.071812
2463,0.82169
2464,0.807035
2465,0.758183
2466,0.678065
2467,0.00977
2468,0.543234
2469,0.820713
2470,0.515877
2471,0.123107
2472,0.453346
2473,-0.799218
2474,0.452369
2475,-0.228627
2476,0.316561
2477,-0.086957
2478,0.014656
2479,0.294089
2480,0.065462
2481,-0.109428
2482,0.038105
2483,-0.235467
2484,-0.170982
2485,0.04299
2486,-0.256961
2487,0.149487
2488,0.526624
2489,0.89106
2490,0.779678
2491,1.523205
2492,1.034685
2493,1.172447
2494,0.187592
2495,0.987787
2496,0.906693
2497,-0.164143
2498,0.57743
2499,0.378114
